CNPJ_CIA,Ano,LC,CTPT,ML,ME,ROA,Empresa,DENOM_CIA,Pais_k,Ano_t
0000896878,2019,1.8280773143438451,0.6759135769538543,0.2288480426546934,4.297039427529115,0.2478115549896546,310,INTUIT INC.,2,11
0000896878,2020,2.2612638141116466,1.1408147277712497,0.2484949138467926,2.121790879523908,0.1670478455767999,310,INTUIT INC.,2,12
0000896878,2021,1.942372881355932,0.5721957645151484,0.1623448059091623,2.5846298915605845,0.1328950760505285,310,INTUIT INC.,2,13
0000804328,2009,4.468538926413082,0.3509056900964757,0.1498700816629547,9.817000742390498,0.2934960830752414,275,QUALCOMM INC/DE,2,1
0000804328,2011,2.7024012100586123,0.3506363400244889,0.3295323658143285,6.17530522920986,0.2061116907363681,275,QUALCOMM INC/DE,2,3
0000804328,2012,2.9507732930969444,0.2824031262118545,0.2888303526040944,4.959194047784093,0.1420301311261973,275,QUALCOMM INC/DE,2,4
0000804328,2013,3.751198925762517,0.2612779871425404,0.2689405724953329,4.187733354075918,0.1505624395816855,275,QUALCOMM INC/DE,2,5
0000804328,2014,3.727423914851156,0.2401899461308688,0.2603397475537448,3.920846822596486,0.1639972001482274,275,QUALCOMM INC/DE,2,6
0000804328,2015,3.6227868852459015,0.6168486044365233,0.2169894755461218,4.737507738569028,0.1037483266398929,275,QUALCOMM INC/DE,2,7
0000804328,2016,3.143345643550814,0.6479640002517465,0.1924880609215677,4.612700598029514,0.1089593002158177,275,QUALCOMM INC/DE,2,8
0000804328,2017,3.996791051618227,1.1299030768230014,-0.1694315416943154,4.712541473125415,0.0376416333262071,275,QUALCOMM INC/DE,2,9
0000804328,2018,1.5471698113207548,,0.2066333741637614,5.005135211533026,-0.1488098880254543,275,QUALCOMM INC/DE,2,10
0000804328,2019,1.876329043088976,5.7135872886534935,0.2100881092878506,4.314040902109773,0.1330825014412719,275,QUALCOMM INC/DE,2,11
0000804328,2020,2.1354935424354244,,0.1932058540754193,2.2815724815724816,0.1460358487385514,275,QUALCOMM INC/DE,2,12
0000804328,2021,1.6797757509831812,,0.2926696832579185,2.6150904977375564,0.2192774005819592,275,QUALCOMM INC/DE,2,13
0000006951,2015,2.438388625592417,1.0107710495205569,0.1214780600461893,6.078116951501155,0.0899529657695322,170,APPLIED MATERIALS INC /DE,2,7
0000006951,2016,2.299834801762114,1.0213385063045586,0.6522269676632093,20.21190237949969,0.1179736769947902,170,APPLIED MATERIALS INC /DE,2,8
0000006951,2017,3.139246658566221,1.0771205476521553,0.1853336782203828,4.395409725814796,0.1768371182862145,170,APPLIED MATERIALS INC /DE,2,9
0000006951,2018,2.6418387413962634,1.5987717502558854,0.2429705285178121,4.239132221743678,0.1864063467056771,170,APPLIED MATERIALS INC /DE,2,10
0000006951,2019,2.295030357544412,1.316045775505235,0.2604329801934592,6.213967388300323,0.1422413793103448,170,APPLIED MATERIALS INC /DE,2,11
0000829224,2009,1.2876660341555977,0.8310404833043307,0.0883127556643069,13.63001288828287,0.2472564911777363,284,STARBUCKS CORP,2,1
0000829224,2010,1.549322691248384,0.7357335292676953,0.1064664455916037,12.54652832381799,0.1480762304451995,284,STARBUCKS CORP,2,2
0000829224,2011,1.828162636092109,0.6780314260302401,0.1040490243994135,11.061205308470242,0.169243519373947,284,STARBUCKS CORP,2,3
0000829224,2015,1.1913781305597373,1.138930904090753,0.1192490113014228,6.856736051492079,0.2215312427186026,284,STARBUCKS CORP,2,7
0000829224,2016,1.0469770612945084,1.434194425560843,0.402396692773291,25.509637356311814,0.1966432883212952,284,STARBUCKS CORP,2,8
0000829224,2017,1.251782879617125,1.6345755123759198,0.1928544714552854,6.446489935100649,0.2008060923316812,284,STARBUCKS CORP,2,9
0000829224,2019,0.9165464360400084,-4.083726452937968,0.127135934710533,5.484709032809757,0.1872827738350433,284,STARBUCKS CORP,2,11
0000829224,2020,1.0625578483149123,-4.762770496214014,0.0991115793525773,3.6941736016492,0.0316022400381283,284,STARBUCKS CORP,2,12
0000829224,2021,1.1968986922491842,-6.898274825227392,0.1017540922099949,4.658936506016999,0.1337671935424272,284,STARBUCKS CORP,2,13
0000723125,2015,2.201280409731114,0.8823768492927979,0.086377933704331,26.960158077264296,0.1200762125667895,255,MICRON TECHNOLOGY INC,2,7
0000723125,2016,1.9638055842812825,1.2096026490066225,0.07994894407055,38.688674866558365,-0.0100217864923747,255,MICRON TECHNOLOGY INC,2,8
0000723125,2017,2.335395575553056,0.8509210031684658,0.3868048572975481,12.934797741511332,0.1440174326465927,255,MICRON TECHNOLOGY INC,2,9
0000723125,2018,2.787452207160237,0.3131231807766148,0.8043357763133584,20.75451130134877,0.3258714496495758,255,MICRON TECHNOLOGY INC,2,10
0000883241,2010,1.3536540647972155,0.5648839005381439,0.1441506912739484,8.944611475453605,0.180956817517262,303,SYNOPSYS INC,2,2
0000883241,2011,1.3263696830919598,0.6025003569219055,0.1035855575430078,7.838456575306504,0.0657386525957924,303,SYNOPSYS INC,2,3
0000883241,2012,0.9106023363475032,0.6410416814900032,0.5215337892018512,28.92143529129493,0.0438556138696169,303,SYNOPSYS INC,2,4
0000883241,2013,1.184033447840781,0.5633077344897942,0.1318007678425739,7.018268814075893,0.0568487486048771,303,SYNOPSYS INC,2,5
0000883241,2014,1.085073181425179,0.56257636191704,0.1065442967059706,6.507861587766273,0.0542611358519811,303,SYNOPSYS INC,2,6
0000883241,2015,0.9907802627168952,0.6100053318630028,0.1176081157560125,6.090557358782637,0.0447771872465064,303,SYNOPSYS INC,2,7
0000883241,2016,1.0011615526086537,0.6401018920575148,0.029825011225629,3.028957536546629,0.0509174456359433,303,SYNOPSYS INC,2,8
0000883241,2017,1.0424283614055805,0.6461952241102448,0.1385805710755775,4.453356201647005,0.0253062496687615,303,SYNOPSYS INC,2,9
0000883241,2018,0.7342969870363368,0.76482976311469,0.1584098403484518,4.139575040155396,0.0703741994352725,303,SYNOPSYS INC,2,10
0000883241,2019,0.9922759697407006,0.5672977284177151,0.1802703782967974,3.8183929529390026,0.083115332013564,303,SYNOPSYS INC,2,11
0000883241,2020,1.1912663171835236,0.6353043279094202,0.1801810716111272,3.370863564065684,0.082732486996987,303,SYNOPSYS INC,2,12
0001327811,2012,1.2611850893016978,-1.3516270697934052,-0.4376208173004893,20.48029832966085,-1.123608352891617,416,"Workday, Inc.",2,4
0001327811,2013,3.470927174672455,0.619293479637268,-0.3678716589399878,11.935458418810162,-0.1798692496976268,416,"Workday, Inc.",2,5
0001327811,2014,4.796648415463746,0.8330810626869393,-0.314753890285076,7.082085649734725,-0.1139484391836472,416,"Workday, Inc.",2,6
0001327811,2015,3.2878560345566967,1.0871600168742646,-0.2494248700473008,4.7982993015848985,-0.1233646370990047,416,"Workday, Inc.",2,7
0001327811,2016,2.560270690023291,1.4029196669122312,-0.2593163283453164,3.527747643606616,-0.1495472317070401,416,"Workday, Inc.",2,8
0001327811,2017,1.9641772022878163,1.5601296560886349,-0.2058363290336223,3.5380873655138827,-0.0982846645424109,416,"Workday, Inc.",2,9
0000076334,2011,1.8005765684682375,1.00271459812989,0.0844034607789993,6.697920316398779,0.0963671159720413,216,PARKER HANNIFIN CORP,2,3
0000076334,2012,1.8093686557552195,1.27938993345267,0.0794995030618397,6.778733443845988,0.103114943740901,216,PARKER HANNIFIN CORP,2,4
0000076334,2013,1.5712690432909693,1.1848923380731928,0.0775824946952441,6.660042686231681,0.0756267214676333,216,PARKER HANNIFIN CORP,2,5
0000076334,2014,1.866572634742541,0.992811094286176,0.0858092327850529,6.924120954607015,0.0784254640637342,216,PARKER HANNIFIN CORP,2,6
0000076334,2015,2.375652410717705,1.4081237986813828,0.0741816145461484,7.751764165632331,0.0823210210754144,216,PARKER HANNIFIN CORP,2,7
0000076334,2016,2.201148295752092,1.6344575329681077,0.1626015088840187,16.217982114672598,0.0669202565403677,216,PARKER HANNIFIN CORP,2,8
0000076334,2017,1.4075132661534928,1.9428430136635872,0.0654298227486332,6.592740036646765,0.0634872882362602,216,PARKER HANNIFIN CORP,2,9
0000076334,2018,1.590387814415276,1.6134488399564086,0.1858967039809871,11.691004362587991,0.069242491899687,216,PARKER HANNIFIN CORP,2,10
0001260221,2016,3.8940809430735728,-17.464223549095152,0.1703305609188291,2.6686794399772165,0.0546707865180062,400,TransDigm Group INC,2,8
0001260221,2017,2.4495599280821683,-4.380200419896422,0.2511231588774551,2.5094636073433416,0.0598343307776797,400,TransDigm Group INC,2,9
0001260221,2018,4.061928159381241,-7.744629579351839,0.1703494962765184,1.8645679672032656,0.0784639958443831,400,TransDigm Group INC,2,10
0001260221,2019,3.161805380450182,-6.611551674407278,0.1369782480893592,1.961709190672153,0.0547391402539974,400,TransDigm Group INC,2,11
0001260221,2020,4.306930693069307,-5.630161127895267,0.1276168146039189,1.647137162954279,0.0424571894536558,400,TransDigm Group INC,2,12
0001260221,2021,4.227300060132291,-7.621742112482853,0.1595137226008473,1.8005260637318106,0.0352057986021227,400,TransDigm Group INC,2,13
0001571996,2016,0.9313709996048992,29.70668485675307,-0.026896596100637,1.2597644939193102,-0.088582066397766,480,Dell Technologies Inc.,2,8
0001571996,2017,0.8069489969843975,7.473080117798082,-0.047165991902834,0.9561487854251012,-0.0315381621914285,480,Dell Technologies Inc.,2,9
0001571996,2018,0.8797748641986082,9.07278778052735,-0.0254907802827159,0.8330629765727591,-0.0186000821302327,480,Dell Technologies Inc.,2,10
0001571996,2019,0.8035666637018589,-19.35229835212489,0.0500900666276016,0.8532999110185124,0.0412806295832588,480,Dell Technologies Inc.,2,11
0001466258,2009,1.213438238399276,1.80029006730688,0.0403462360116445,0.2500249050839578,0.0897003651643239,450,Trane Technologies plc,2,1
0001466258,2010,1.271201685246988,1.496063684190701,0.0699902692643705,0.5080296325759459,0.0321246167005987,450,Trane Technologies plc,2,2
0000900075,2013,1.2845962633981531,0.7503662770641697,0.1558304375890103,9.661382273489478,0.1349026325590248,313,COPART INC,2,5
0000900075,2014,1.6877527795516694,0.5015500762830855,0.1716530884869193,9.815750921184316,0.1185867571362964,313,COPART INC,2,6
0000900075,2015,3.446702889370607,0.8662718359627731,0.1786370599054435,8.875887008464668,0.1221049227979412,313,COPART INC,2,7
0000900075,2016,1.7910202558979564,1.1302953298831695,0.5637326156000593,16.20396018535692,0.163872422446085,313,COPART INC,2,8
0000900075,2017,1.9435881821461312,,0.2095083680212321,6.921445093369113,0.1988533675392849,313,COPART INC,2,9
0000900075,2018,2.5576218368583548,,0.2575414143344112,6.046414902809274,0.1810752533477084,313,COPART INC,2,10
0000900075,2019,2.436727847831946,,0.3294561746855978,5.097339855432299,0.2322535137738522,313,COPART INC,2,11
0000900075,2020,2.706853647302019,,1.161238788534403,10.583487838040035,0.202562700762692,313,COPART INC,2,12
0000723531,2010,1.1114161325303071,2.727801201016563,0.2487608125182233,8.56176499173875,0.1102395787152629,256,PAYCHEX INC,2,2
0000723531,2011,1.1239606155795476,2.604999331640155,0.2469786460699682,8.018673330304408,0.1873447291334495,256,PAYCHEX INC,2,3
0000723531,2012,1.0695787765766904,3.0383920224368963,0.2481242366079218,7.703978363287384,0.1640996357799864,256,PAYCHEX INC,2,4
0000723531,2014,1.128973394309401,2.584749577940349,0.2455330553901131,6.589078320428826,0.0893235584998665,256,PAYCHEX INC,2,6
0000723531,2015,1.115941395145419,2.6306356762811536,0.0557746868728807,6.129160611722372,0.2009101426918627,256,PAYCHEX INC,2,7
0000833444,2009,1.6893553859202717,0.9735723668959122,0.036596304490821,2.3281707827542903,-0.0777599499080342,286,Johnson Controls International plc,2,1
0000833444,2011,1.4856812933025405,0.881187420674094,0.0634961572187548,2.1365863723113425,0.1069948089778541,286,Johnson Controls International plc,2,3
0000833444,2012,1.3994187923797223,1.4703644373247895,0.0532909127063034,4.088785046728972,0.0381722604124545,286,Johnson Controls International plc,2,4
0000833444,2013,1.258743423088827,1.3815221655551198,0.2954897406116918,3.9829655439411535,0.0440210249671484,286,Johnson Controls International plc,2,5
0001041061,2009,0.7307924984875983,5.886829268292683,0.0997811017876687,3.154232032105071,0.2620313374370453,352,YUM BRANDS INC,2,1
0001041061,2010,0.9448529411764706,4.217639593908629,0.1033879016020309,3.028626455397006,0.268037518037518,352,YUM BRANDS INC,2,2
0001041061,2011,0.9473469387755102,3.794843664289632,0.1034212332124301,3.395059307910989,0.1493094860765225,352,YUM BRANDS INC,2,3
0001041061,2013,0.7465783664459161,2.9672206832871653,0.0868680780531906,2.615761319972877,0.1254744105807935,352,YUM BRANDS INC,2,5
0001041061,2014,0.6827042720862713,4.351648351648351,0.0769522653107687,2.641192987781741,0.1259436788496105,352,YUM BRANDS INC,2,6
0001041061,2015,0.5466321243523317,7.793633369923161,0.154132891544879,2.055381338382344,0.1601238390092879,352,YUM BRANDS INC,2,7
0001041061,2016,1.0825420014609204,,0.4516991818753933,5.641441157960982,0.2955458196422051,352,YUM BRANDS INC,2,8
0000040704,2018,0.5616665985644043,3.803129732458354,0.7519448113899897,68.68902588189246,0.0695859456635318,191,GENERAL MILLS INC,2,10
0000040704,2019,0.5907211694487167,3.145765114465944,1.0391572154868989,68.63516816581932,0.0582075772470044,191,GENERAL MILLS INC,2,11
0000040704,2020,0.6836147633985183,2.719190916423652,1.164215238443267,64.33313539192399,0.0708027799147588,191,GENERAL MILLS INC,2,12
0000040704,2021,0.696181857775412,2.266409021794222,1.0782457948741977,66.07740242702525,0.0734817959983543,191,GENERAL MILLS INC,2,13
0001123360,2011,1.2794385625784082,1.5861549046672323,0.1136342154898336,0.8563319600727745,0.0717898148084587,379,GLOBAL PAYMENTS INC,2,3
0001123360,2012,1.4914145123822833,1.060243101765593,0.0766184363138924,0.7794086731393784,0.1478340251988082,379,GLOBAL PAYMENTS INC,2,4
0001123360,2013,1.7248513734991775,1.6041122604344356,0.0938385366909855,0.7338573311331776,0.0691587606750087,379,GLOBAL PAYMENTS INC,2,5
0001123360,2014,1.3564044112913476,2.893875717364251,0.0964341191603803,0.6713035350907978,0.0610369153820312,379,GLOBAL PAYMENTS INC,2,6
0001123360,2015,1.094960250724161,6.504157123708402,0.1049129787394121,0.6465013901355492,0.0479913172377272,379,GLOBAL PAYMENTS INC,2,7
0001123360,2016,1.1730385439298114,2.779033204732173,0.0550611495446298,0.337816118201826,0.0258484529710506,379,GLOBAL PAYMENTS INC,2,8
0001097864,2010,1.9102546068364048,1.1209370424597365,0.0509484931258771,0.4939408116143247,-0.126027678816114,370,ON SEMICONDUCTOR CORP,2,2
0001097864,2011,1.6681301450411603,1.62784361803569,0.0041231950588431,0.5028294800100158,0.077790652761684,370,ON SEMICONDUCTOR CORP,2,3
0001393052,2013,1.6005083902816408,1.6444091149973503,0.1123715804350205,1.0145371661329234,0.5191271431752393,431,VEEVA SYSTEMS INC,2,5
0001393052,2014,4.083863444820301,0.3220752884725237,0.1289277253832745,0.6868993876547624,0.1090524644350108,431,VEEVA SYSTEMS INC,2,6
0001393052,2015,3.702965548283317,0.3393456283044885,0.1330821243289078,0.5486693009400788,0.0999467782488208,431,VEEVA SYSTEMS INC,2,7
0001393052,2016,2.6893208574235423,0.3969329973933644,0.1264679446293767,0.4026428058076292,0.097483844550644,431,VEEVA SYSTEMS INC,2,8
0001393052,2017,2.8845670707987554,0.4056084847407661,0.2055812754594466,0.3422937069823143,0.1547522498953537,431,VEEVA SYSTEMS INC,2,9
0001393052,2018,3.3067390885426025,0.3576268044376863,0.2665615105368761,0.2768826619964973,0.1868047105946113,431,VEEVA SYSTEMS INC,2,10
0001393052,2019,3.574402401863239,0.3361077245871335,0.3799246252395678,0.3366781356417642,0.182080173373984,431,VEEVA SYSTEMS INC,2,11
0000935703,2019,2.048623371665792,1.3925995498768364,0.035026343876531,2.7325122401612822,0.0612538144757503,329,"DOLLAR TREE, INC.",2,11
0000935703,2020,1.2038347666713662,2.1295325190253886,0.0526043442979619,2.6231060828795774,0.0685531249680708,329,"DOLLAR TREE, INC.",2,12
0000935703,2021,1.3539929764362115,1.8407889860403828,0.0504498275154628,2.558614348889868,0.0641621569385388,329,"DOLLAR TREE, INC.",2,13
0000814547,2015,1.1752004100461302,1.8150311900740963,0.1036312227975982,3.191524196805831,0.0703175107688981,280,FAIR ISAAC CORP,2,7
0000814547,2016,1.0876189160303482,1.7327114683949976,0.5833697632058288,12.955173041894351,0.0896341842935436,280,FAIR ISAAC CORP,2,8
0000814547,2017,0.9518635869648406,1.9437540002391351,0.1245108103245743,3.018809858931349,0.1021455535910546,280,FAIR ISAAC CORP,2,9
0000814547,2018,0.8017526615586845,3.758827923272048,0.1505988596570427,2.7977536816495654,0.1134709448568576,280,FAIR ISAAC CORP,2,10
0000814547,2019,0.9284433650891962,3.9468987151746058,0.1730608000628588,2.448245510648809,0.1340292776577873,280,FAIR ISAAC CORP,2,11
0000814547,2020,1.288453141171163,3.8514869428117504,0.5758439769571652,2.983092350043873,0.1471828618388285,280,FAIR ISAAC CORP,2,12
0000943819,2011,6.188718636276575,,0.1862237534846165,8.159773184802505,0.2723732455839321,332,RESMED INC,2,3
0000943819,2011,6.188718636276575,,0.1862237534846165,8.159773184802505,0.2723732455839321,332,RESMED INC,2,3
0000943819,2011,6.188718636276575,,0.1862237534846165,8.159773184802505,0.2723732455839321,332,RESMED INC,2,3
0000943819,2011,6.188718636276575,,0.1862237534846165,8.159773184802505,0.2723732455839321,332,RESMED INC,2,3
0000943819,2012,5.383192539509278,,0.2028007398031109,7.391596459985328,0.1192074911980107,332,RESMED INC,2,4
0000943819,2012,5.383192539509278,,0.2028007398031109,7.391596459985328,0.1192074911980107,332,RESMED INC,2,4
0000943819,2012,5.383192539509278,,0.2028007398031109,7.391596459985328,0.1192074911980107,332,RESMED INC,2,4
0000943819,2012,5.383192539509278,,0.2028007398031109,7.391596459985328,0.1192074911980107,332,RESMED INC,2,4
0000943819,2013,2.523911721821656,,0.2220443699022427,7.237856863109521,0.1389288833823897,332,RESMED INC,2,5
0000943819,2013,2.523911721821656,,0.2220443699022427,7.237856863109521,0.1389288833823897,332,RESMED INC,2,5
0000943819,2013,2.523911721821656,,0.2220443699022427,7.237856863109521,0.1389288833823897,332,RESMED INC,2,5
0000943819,2013,2.523911721821656,,0.2220443699022427,7.237856863109521,0.1389288833823897,332,RESMED INC,2,5
0000943819,2014,5.773187959548594,0.3427923705870844,0.2101873117828689,6.733488711737125,0.1462425062326289,332,RESMED INC,2,6
0000943819,2014,5.773187959548594,0.3427923705870844,0.2101873117828689,6.733488711737125,0.1462425062326289,332,RESMED INC,2,6
0000943819,2014,5.773187959548594,0.3427923705870844,0.2101873117828689,6.733488711737125,0.1462425062326289,332,RESMED INC,2,6
0000943819,2014,5.773187959548594,0.3427923705870844,0.2101873117828689,6.733488711737125,0.1462425062326289,332,RESMED INC,2,6
0000943819,2015,5.403679576740166,0.3760791075702432,0.1916606887534922,6.150543342000628,0.1615586056604983,332,RESMED INC,2,7
0000943819,2015,5.403679576740166,0.3760791075702432,0.1916606887534922,6.150543342000628,0.1615586056604983,332,RESMED INC,2,7
0000943819,2015,5.403679576740166,0.3760791075702432,0.1916606887534922,6.150543342000628,0.1615586056604983,332,RESMED INC,2,7
0000943819,2015,5.403679576740166,0.3760791075702432,0.1916606887534922,6.150543342000628,0.1615586056604983,332,RESMED INC,2,7
0000943819,2016,2.2233447289253325,0.9228672357302882,0.1656156540479025,5.48149087184291,0.1081362469641155,332,RESMED INC,2,8
0000943819,2016,2.2233447289253325,0.9228672357302882,0.1656156540479025,5.48149087184291,0.1081362469641155,332,RESMED INC,2,8
